agent_id,brand,parent_id,agent_reply,customer_id,customer_author,customer_text,proposed_intent,thread_id,agent_intent,agent_confidence,decision,decision_reason,draft_reply,evidence_json,gold_intent,human_auto_handle,correctness,groundedness,completeness,safety,tone,judge_correctness,judge_groundedness,judge_completeness,judge_safety,judge_tone,suggested_intent,suggested_auto_handle,assistant_review_note,annotation_notes
73492,AmazonHelp,73491,@132434 Sorry to hear that. Could you attempt to access the website using an alternative device or browser?^TI,73491,132434,@AmazonHelp I’ve checked. There’s nothing there. I’m very alarmed that Hub website won’t allow more than 10 characters in the login box,account_access,73496,other,0.1722758081586161,ESCALATE,low intent confidence (0.17),Thanks for flagging this. I’m routing this to a support specialist so they can review the details securely.,"[{""customer"": ""@AmazonHelp There\u2019s nothing there"", ""historical_reply"": ""@145378 Order cancellation always follows with an email explaining the reason. I would request you to please check the message center in your app or in the spam folder of your inbox for an update from us. Thank you for understanding. ^SI"", ""similarity"": 0.387, ""case_id"": ""130257""}, {""customer"": ""@120474 website won't allow me to buy Brighton Morrissey tickets. Always 'exceeded maximum number allowed'. Even if you ask for one"", ""historical_reply"": ""@121995 Please reach out here so we can check this for you ^KM"", ""similarity"": 0.176, ""case_id"": ""27375""}, {""customer"": ""@AmazonHelp I have checked there is no email from amazon, and amazon is in safe senders list."", ""historical_reply"": ""@117791 If you haven't received any email, please share your details here: and we'll get back to you. ^HD"", ""similarity"": 0.13, ""case_id"": ""9801""}]",account_access,FALSE,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,other,False,"Review the suggestion against customer_text, draft_reply, and evidence_json. Human fields must be independently entered.",
118798,AmazonHelp,118800,@142334 I'm sorry you've been having troubles with your account; please use the following link so we can help provide real-time assistance: ^WM,118800,142334,@115821 Trying to do some shopping. I’ve had to reset my password 4x now it still says my password is incorrect. Please help.,account_access,118800,account_access,0.8115240148683511,ESCALATE,account_access is high-risk,Thanks for flagging this. I’m routing this to a support specialist so they can review the details securely.,"[{""customer"": ""@AmazonHelp i reset my password 3 times and it still says incorrect you gotta be shitting me"", ""historical_reply"": ""@116611 I'm sorry for the trouble! Have you tried the steps outlined here? ^LA"", ""similarity"": 0.335, ""case_id"": ""3729""}, {""customer"": ""@AmazonHelp How should I do this? I can't log into my account! Don't you get it?! I reset my password, but the new password is also incorrect."", ""historical_reply"": ""@148042 Apologies, please click on this link not requiring you to sign in instead: ^BD"", ""similarity"": 0.302, ""case_id"": ""141978""}, {""customer"": ""@AmazonHelp I was told I'd receive an email to reset my password since my account was hacked and 5 phone calls later nothing."", ""historical_reply"": ""@122588 Have you checked your junk/spam folders to make sure the e-mails aren't getting filtered out? ^MJ"", ""similarity"": 0.241, ""case_id"": ""29943""}]",account_access,FALSE,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,account_access,False,"Review the suggestion against customer_text, draft_reply, and evidence_json. Human fields must be independently entered.",
21859,AmazonHelp,21861,"@120765 Hi, sorry to hear. Are you receiving an error message? ^TP",21861,120765,"@115833 Alexa, I can't login to iOS app, can you help? I'm in China",account_access,21861,account_access,0.3805717560272494,ESCALATE,account_access is high-risk; low intent confidence (0.38); weak historical match (0.18),Thanks for flagging this. I’m routing this to a support specialist so they can review the details securely.,"[{""customer"": ""Today I discovered you cannot have a @115833 Alexa and a dog in the same room"", ""historical_reply"": ""@134830 This deserves a round of appaws! \ud83d\ude01\ud83d\udc36\u2764\ufe0f ^TH"", ""similarity"": 0.178, ""case_id"": ""86252""}, {""customer"": ""Hey @115821 wth does this mean? How can the iOS app on the phone be offline? #AmazonEcho"", ""historical_reply"": ""@119906 I'm sorry about the error you're seeing! Please try uninstalling and reinstalling the app. Let us know how it goes. ^JP"", ""similarity"": 0.171, ""case_id"": ""17672""}, {""customer"": ""Thanks to @116935 for an easy-to-use and fast-connection iOS App! #BehindTheSmile"", ""historical_reply"": ""@142702 You're welcome! We love hearing your feedback. You made our day!!! \ud83c\udfb9\ud83c\udfb6\ud83c\udfb8 ^JN"", ""similarity"": 0.164, ""case_id"": ""120273""}]",account_access,FALSE,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,account_access,False,"Review the suggestion against customer_text, draft_reply, and evidence_json. Human fields must be independently entered.",
21872,AmazonHelp,21860,@120765 Can you try to change your password? ^AS,21860,120765,"@AmazonHelp Error message telling me ""wrong password"", but I am 100% sure my password was right. This happens to everyone around me ...",account_access,21861,account_access,0.3953536546116507,ESCALATE,account_access is high-risk; low intent confidence (0.40); weak historical match (0.18),Thanks for flagging this. I’m routing this to a support specialist so they can review the details securely.,"[{""customer"": ""@AmazonHelp How should I do this? I can't log into my account! Don't you get it?! I reset my password, but the new password is also incorrect."", ""historical_reply"": ""@148042 Apologies, please click on this link not requiring you to sign in instead: ^BD"", ""similarity"": 0.181, ""case_id"": ""141978""}, {""customer"": ""@AmazonHelp AHHHH IM FRRAKING OUT I CLICK EVERY EMAIL THAT SAYS AMAZON! IVE CHANGED MY PASSWORD BUT \ud83d\ude2d"", ""historical_reply"": ""@141795 Your account security is our top priority! If you've clicked on an attachment or link from one of these e-mails, follow the steps here: ^DG"", ""similarity"": 0.149, ""case_id"": ""115851""}, {""customer"": ""@115821 I have 2 packages 2 Days late I can\u2019t log in into my account to track them it keeps telling me incorrect password even if restart my password! #113-1965971-6223429 that\u2019s my confirmation order"", ""historical_reply"": ""@137571 Hello! I'm so sorry about this! Unfortunately we do not have access to your account via Twitter. Please reach out to us here: and we'll be more than happy to assist! - Jessica A."", ""similarity"": 0.147, ""case_id"": ""98573""}]",account_access,FALSE,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,account_access,False,"Review the suggestion against customer_text, draft_reply, and evidence_json. Human fields must be independently entered.",
107264,AmazonHelp,107267,"@139823 At your convenience, please reach us directly via the following link. It will enable you to skip sign in so you can report this issue to us: ^BV",107267,139823,@AmazonHelp I've had no emails only the confirmation emails that password has been reset and still doesn't let me log in just says incorrect password,account_access,107270,account_access,0.7525461046684603,ESCALATE,account_access is high-risk; possible multi-issue message,Thanks for flagging this. I’m routing this to a support specialist so they can review the details securely.,"[{""customer"": ""@148042 @AmazonHelp I'm having the same issue - 'incorrect password' yet its not. no emails about account being locked. the code you send to reset password is not being delivered either."", ""historical_reply"": ""@148062 Hey Tony, can you contact us so that we can look into this for you:"", ""similarity"": 0.204, ""case_id"": ""141985""}, {""customer"": ""@AmazonHelp i reset my password 3 times and it still says incorrect you gotta be shitting me"", ""historical_reply"": ""@116611 I'm sorry for the trouble! Have you tried the steps outlined here? ^LA"", ""similarity"": 0.203, ""case_id"": ""3729""}, {""customer"": ""@115821 if you don't let me log in right now i will lose it"", ""historical_reply"": ""@149058 Hey, sorry to hear. Are you getting an error message when trying to sign in? Have you tried signing in using the incorrect email address you originally used? Please keep us posted. ^TP"", ""similarity"": 0.187, ""case_id"": ""145742""}]",account_access,FALSE,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,account_access,False,"Review the suggestion against customer_text, draft_reply, and evidence_json. Human fields must be independently entered.",
75828,AmazonHelp,75830,"@132978 I'll be happy to help with this! To confirm, have you had a chance to try a full restart? Many issues with your Kindle can be solved by restarting your device: Please keep us posted! ^SD",75830,132978,The keypad on my Kindle fire has disappeared. The whole thing seems locked. Anyone out there who can advise? @AmazonHelp,account_access,75830,information_request,0.231537699519936,ESCALATE,low intent confidence (0.23),Thanks for flagging this. I’m routing this to a support specialist so they can review the details securely.,"[{""customer"": ""@AmazonHelp Anyone out there"", ""historical_reply"": ""@124468 This may be helpful: If this doesn't help to answer, reach us phone/chat: ^KN"", ""similarity"": 0.385, ""case_id"": ""38807""}, {""customer"": ""@AmazonHelp non ho il kindle fire"", ""historical_reply"": ""@134786 Grazie per l'aggiornamento. I numeri di pagina corrispondenti alla versione cartacea non sono disponibili per tutti gli eBook Kindle. Quale dispositivo stai utilizzando? ^LF"", ""similarity"": 0.173, ""case_id"": ""86029""}, {""customer"": ""@AmazonHelp I wrote 4 reviews yesterday evening. All positive &amp; 1 has disappeared?"", ""historical_reply"": ""@127745 Just to confirm you didn't violate any of these guidelines correct? ^LS"", ""similarity"": 0.145, ""case_id"": ""52235""}]",account_access,FALSE,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,information_request,False,"Review the suggestion against customer_text, draft_reply, and evidence_json. Human fields must be independently entered.",
118801,AmazonHelp,118799,@142334 The link provided doesn't require you to sign in and will help you get in touch with us so we can help you regain access to your account. Have you spoken with us yet? ^MT,118799,142334,"@AmazonHelp I’ve changed my password another 3x using the link you sent, which is the same way I’ve been changing it. I’ll just shop elsewhere this weekend.",account_access,118800,account_access,0.3408679861228957,ESCALATE,account_access is high-risk; low intent confidence (0.34),Thanks for flagging this. I’m routing this to a support specialist so they can review the details securely.,"[{""customer"": ""@AmazonHelp I\u2019ve already done this and changed my password and it still won\u2019t log me in \ud83e\udd37\ud83c\udffc\u200d\u2640\ufe0f"", ""historical_reply"": ""@132121 Sorry to hear this. Please reach out to us here: so we can look into this for you.^ES"", ""similarity"": 0.223, ""case_id"": ""71843""}, {""customer"": ""@AmazonHelp Did you find the message that you sent ? Can I have the link to that ?"", ""historical_reply"": ""@133921 We apologize for the delay in the response. Be assured that we will get in touch with you at the earliest. ^BV"", ""similarity"": 0.139, ""case_id"": ""80776""}, {""customer"": ""@AmazonHelp AHHHH IM FRRAKING OUT I CLICK EVERY EMAIL THAT SAYS AMAZON! IVE CHANGED MY PASSWORD BUT \ud83d\ude2d"", ""historical_reply"": ""@141795 Your account security is our top priority! If you've clicked on an attachment or link from one of these e-mails, follow the steps here: ^DG"", ""similarity"": 0.135, ""case_id"": ""115851""}]",account_access,FALSE,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,account_access,False,"Review the suggestion against customer_text, draft_reply, and evidence_json. Human fields must be independently entered.",
142941,AmazonHelp,142942,"@148062 Hi Tony, sorry to hear this. Can you contact us so that we can look into this for you:",142942,148062,@AmazonHelp I can't access my account and the 'reset password' emails aren't being delivered to me. Help?!?,account_access,142942,account_access,0.8307187667306304,ESCALATE,account_access is high-risk; possible multi-issue message,Thanks for flagging this. I’m routing this to a support specialist so they can review the details securely.,"[{""customer"": ""@148042 @AmazonHelp I'm having the same issue - 'incorrect password' yet its not. no emails about account being locked. the code you send to reset password is not being delivered either."", ""historical_reply"": ""@148062 Hey Tony, can you contact us so that we can look into this for you:"", ""similarity"": 0.257, ""case_id"": ""141985""}, {""customer"": ""@AmazonHelp Hi, can't access chat as I'm locked out of my account and phone is too expensive since I'm outside the US &amp; I'm sure it's not toll free."", ""historical_reply"": ""@120609 You can try requesting a call back here: ^PK"", ""similarity"": 0.17, ""case_id"": ""21027""}, {""customer"": ""@115830 does this class as being delivered to my house?! Shocking!"", ""historical_reply"": ""@140396 I'm so sorry for any trouble! Do you have a safe place for your deliveries set up? If not, you can select one to prevent this from happening in the future: ^BL"", ""similarity"": 0.166, ""case_id"": ""109887""}]",account_access,FALSE,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,account_access,False,"Review the suggestion against customer_text, draft_reply, and evidence_json. Human fields must be independently entered.",
83375,AmazonHelp,83374,"@134321 If you have written back to us, we shall surely review the situation and get back to you at the earliest. Appreciate your patience here. ^CB",83374,134321,"@AmazonHelp Already replied. Ur representative had replied totally out of context. I want to ask when you are giving instant discount in lieu of the interest charged on EMIs for partner banks one of which is ICICI, why am I not getting the discount?",billing_charge,83366,information_request,0.2920213475631277,ESCALATE,low intent confidence (0.29),Thanks for flagging this. I’m routing this to a support specialist so they can review the details securely.,"[{""customer"": ""@AmazonHelp I already replied"", ""historical_reply"": ""@120469 Thanks for the update, we've received your reply to our correspondence. We'll get back to you at the earliest. ^SC"", ""similarity"": 0.316, ""case_id"": ""20458""}, {""customer"": ""@AmazonHelp I already replied on it yesterday but till now there is no call and msg"", ""historical_reply"": ""@145540 We have checked if from our end, no correspondence sent. An email has already been sent with a reply. Kindly check it from the link shared here: and reply to it for further assistance. ^HR"", ""similarity"": 0.132, ""case_id"": ""130846""}, {""customer"": ""@115821 what is the use of Prime Membership if I am not getting my parcel on time."", ""historical_reply"": ""@119791 We're sorry for the delay in the delivery of your order. Please contact us here: and we'll help you ^ZH"", ""similarity"": 0.125, ""case_id"": ""17216""}]",billing_charge,FALSE,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,information_request,False,"Review the suggestion against customer_text, draft_reply, and evidence_json. Human fields must be independently entered.",
78850,AmazonHelp,78851,"@133581 That's unusual. Please report this to our support team here: We'll assist you further. Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^JS",78851,133581,@115850 recharged my Jio using Amazon Pay on 10th Nov with an offer of 99Rs of cashback.Received a message that it will be credited within 7 days.14days down the line still no sight of the cashback. Order ID:405-1642007-6844337. Kindly check,billing_charge,78851,delivery_status,0.1602398455799349,ESCALATE,low intent confidence (0.16); weak historical match (0.15),Thanks for flagging this. I’m routing this to a support specialist so they can review the details securely.,"[{""customer"": ""@AmazonHelp details sent. kindly check"", ""historical_reply"": ""@132737 Thanks for confirming. We'll reach out to you soon with an update. ^SG"", ""similarity"": 0.146, ""case_id"": ""74782""}, {""customer"": ""Why is @115850 trying to cheat me of Rs 960? Are things so bad with @115821 ? Bluffed me saying refund will be credited within 24-48 hours. It\u2019s been twice that time. Stop bullshitting and refund my money. @AmazonHelp"", ""historical_reply"": ""@146417 I'm sorry for the delay in refund. This is never our intention. Please share your details here: and I\u2019ll contact you soon. ^SM"", ""similarity"": 0.124, ""case_id"": ""134958""}, {""customer"": ""@AmazonHelp @115850 raised the concern (again) as suggested. Another mail from cust care suggests that money will get credited within 3 days. #fingerscrossed #anotherpromise @115851 #amazonfails"", ""historical_reply"": ""@130696 We understand your concern regarding Amazon Pay. Could you please confirm if you have shared the details on the link provided earlier. ^VH"", ""similarity"": 0.121, ""case_id"": ""63998""}]",billing_charge,FALSE,1,1,1,2,2,2.0,2.0,2.0,2.0,2.0,delivery_status,False,"Review the suggestion against customer_text, draft_reply, and evidence_json. Human fields must be independently entered.",
